"title","username","date","stars","content"
"Joker","postofficecb","30 May 2020",NA,"They say it's all in the writing. And this is a great example of that. Good acting and production values cannot save a script steeped in tiresome stereotypes and a failure to delve into a character's identity. We meet the Joker when already imbalanced and his so-called descent into madness is really a couple weeks away; far from a descent, it's a stroll. This is not a character study, despite claims to the contrary. It's a showcase of a good actor overly contorting his body and laughing manically as a mistaken expression of madness. Where is the past? Where are the influences? Where are the conflicts? What are the seminal moments that create the spiral? Perhaps if he had really had that relationship, and had it gone sour, it would justify a descent. Instead, it's a fait accompli. This is lazy writing, focused more on fancy long shots of Joaquin Phoenix dancing crazily than producing something of value to the franchise."
"Joker","johnnash-18420","1 September 2019",NA,"It's sad that Joaquin missed Oscar for 'The gladiator' as he was very compelling Villain. But I am quite confident he will win it for the 'Joker'. Damn what a movie !!! Keeps u on the toes all the time. Unpredictable storyline and really a deep interesting plot. Did I forget to mention acting ? Damn Do niro and Joaquin teach u what really is 5 star acting.
To enjoy this movie, get a wine in your hand, close the curtains, turn of ur cellphones and put do not disturb sign on ur door. Best Dark thriller suspense movie you will get to experience."
"Joker","kdagoulis26","4 October 2019",NA,"Most of the time movies are anticipated like this they end up falling short, way short. Joker is the first time I was more than happy with the hype. Please ignore the complaints of ""pernicious violence"" as they are embarrassing to say the least. We haven't seen a comic movie this real before. If we ever ""deserved"" a better class of criminal - Phillips and Phoenix have delivered. This is dark, Joker IS dark and you will fall in love with the villain as you should. The bad guys are always more romantic anyway."
"Joker","burkholdermicah","2 September 2019",NA,"Need I say more? Everything about this Movie is Masterful in every single way! Joker isn't just an awesome comic book movie, it's an awesome movie, period. It offers no easy answers to the unsettling questions it raises about a cruel society in decline. Joaquin Phoenix's fully committed performance and Todd Phillips' masterful albeit loose reinvention of the DC source material make Joker a film that should leave comic book fans and non-fans alike disturbed and moved in all the right ways."
"Joker","Hitchcoc","7 March 2020",NA,"While I've watched many of the superhero movies that have come down the pike,
they are often the same. So the compensation for sensational plots involves great special effects and non-stop action. They are fun and I don't mean to dis them. What is missing is a truly psychological drama. We don't get into the heads of the characters. This film is incredible as we watch a man confront his demons. We see him made fun of, attacked, and beaten. When he responds, he is seen as crazy. He also find that he is diminished in the eye of a counselor, and his mother has kept a secret. I thought it gave us a foundation for the Batman mythos without getting to deeply into it. Acting, atmosphere, and a sophisticated plot makes this a really excellent film."
"Joker","saveliydalmatov","2 January 2024",NA,"This is probably one of the most successful examples of a gorgeous solo film about some popular character.The Joker was played by the inimitable Joaquin Phoenix (known for his role in Gladiator), and people comparing him to Ledger are very narrow-minded, because Phoenix showed us a completely new Joker, who is gorgeous in his own way.The plot tells about a sick man Arthur, who suffers eternal ridicule over himself, lives and cares for his mother, and also dreams of being accepted by people, thanks to his performance on Murray's favorite humor show (De Niro)
As a result, we will see a man becoming a monster because of our society, of course not without his mental illness, but the nature of people clearly pushed the main character to become a Joker.This is a gorgeous dramatic thriller, with some cool reference for the future (little Bruce, Thomas Wayne, etc.), which is a must-watch! (And not only for DS fans)"
"Joker","pejv22","1 September 2019",NA,"I have just watched the Joker in Venice and I will say if Joaquin doesn't get an Oscar this year then something is wrong with this world. This perfomance is just jaw-dropping, it glues you to the screen and doesn't let go till the end. Story is very good and has some interesting connections with Batman lore(especially one you can't guess from trailers). There are some scenes that are so tense ,well-acted and imaginative that push this movie to 10. Cinematography and direction are great, Todd has proven himself as a director. Robert is also good in his ""small"" role. Will definitely see it again as soon as it out in October."
"Joker","HakuMashentay","2 November 2019",NA,"I was so hyped up to see this movie, loved the trailer, only movie I have wanted to watch in the cinema for a very long time.I watched it and was bored. the aesthetics were amazing, music was good, story and execution was meh. the performance of the joker was a good performance but people raving about this are driving me mad. either you have not seen many movies or I have seen too many.this movie was bang average and was actually boring. I was actually thinking about leaving half way through as I was bored out of my mind.I do not regret watching it but it is being so overhyped that I am so confused right now. I think it had a good premise but could have been so much more, so much more.Signs of a great movie is the repeat viewing of it or it moving you, joker did not move me whatsoever and I would not watch it again.I thought maybe people are getting paid to write good review but have actually met people who think it is the best movie ever.... OMGGGThis movie is bang average and way overhyped.phoenix performance is good but as the story and execution is so bad, I feel he never even touched the higher spectrum of performance he could have with the character.I have experienced and seen worse in my life, if this made you feel, you are (i hate this word but have to use it) a snowflake. Please get off social media and live life.there is a real world out there."
"Joker","Nhirscher","4 October 2019",NA,"In an era of cinema so saturated with superheroes and gritty remakes, Todd Phillips and Phoenix somehow take a character so deeply intrenched in pop culture and create something compelling and unique. This film is unafraid to be bleak and scary without offering much to the viewer as a means of comfort. The only way we can deal with the harsh cruelties of the world is by treating it as a joke. Upon leaving this movie, you will not hate Joker, you will hate the world that made him.Phoenix simply cannot be praised enough. He brings both sympathy and tragedy in the way he moves his eyes, the way he contorts his shoulders, the way he laughs. A lesser actor would be unable to swing his moods from as far extremes as Phoenix does nor add the layers that Phoenix intricately builds for his character. The way he twists and writhes his body is mesmerizing and brings even more tragedy to the Joker. This is Phoenix's movie.As for the technical side, this movie is far different than any other super hero films of recent years. The cinematographer and director choose a shallow focus, giving Pheonix a) the undivided attention of the viewer and b) a more personal feel to the film. There are wide shots with deep focus, but they are used sparingly because this movie is about a character, not action or explosions. The color palette of this movie is intentionally composed of dour greens, blues and tepid yellows--- all of which gives the world a sickly feel. The soundtrack is used affectively, bringing waves of optimism to intentionally clash with our protagonist's angry depression. This film will likely be compared to The Dark Knight and DCEU films, which I don't find to be fair. This film is far more akin to The Machinist and The King of Comedy in tone and visual style.I recommend this film, and I think anything short of an Oscar nomination for Phoenix would be disrespectful to the effort he gives. However, I have one gripe I would like to voice. I found the tie-ins to the Wayne family to be unnecessary. It came across as pandering to an audience that loves Easter eggs more-so than the story itself. In my opinion, I think the story would have worked even better if it had distanced itself from the Batman story. Other than that, I had little issue with the rest of the film.Joker is a movie that tells us life is full of sadness, and then gives us a character whose purpose is to spread laughter and joy. I was going to finish this review with a joke, but, you wouldn't get it."
"Joker","romanwatson","6 October 2019",NA,"I thought this film was good but I just don't get the hype personally. The acting was amazing and the film was good overall but I think 'masterpiece' and 'film of the year' are a bit overused throughout the reviews. In no way did I dislike this film, I thought it was really good, just overhyped. I feel as though a lot of the 10/10 reviews are purely based on the fact that it already has amazing reviews and so people want to carry the praise further and that it is about the joker. If this film was released and was about some random guy in the same situation, I don't think the reviews would be as high but maybe that's the point."
"Joker","cherold","5 January 2020",NA,"In the non-canonical origin story Joker, Joaquin Phoenix plays a deeply disturbed man named Arthur Fleck as he experiences through a series of traumas that turn him into the notorious supervillain.Phoenix is terrific as the agonized loser with a compulsive-laughter condition. He's weird and creepy and full of angst and anger and self-loathing and everyone-else-loathing.The first half hour is simply a grinding, agonizingly slow moving portrayal of Arthur's life. Then there's a moment of stunning, electrifying violence. And then everything gets tedious again.Joker is not a supervillain movie, it's an artsy character study, and if you like those then this might appeal to you. But there's a superficiality to it all. Arthur is deeply disturbed and living in a city where society's have-nots are increasingly disenfranchised, but the script and director don't really seem to have anything to say about mental illness or inequality and injustice.In the run-up to the film, director Todd Phillips criticized ""woke"" culture and the far left, and perhaps that's part of the problem. Woke culture says we need to think about things deeply, and Phillips really, really seem loathe to delve into what it means to be mentally unstable and poor in the greater societal sense. He's only concerned with how it effects Arthur. Arthur is also only concerned with how it effects Arthur, and the result is a film that seems to accept that Arthur is a victim of an unjust society while never really considering why the society is unjust or how much of Arthur's problems might be the result of his own narcissistic self pity.But the main problem with the movie is it's slow-moving and dull far more often than not. I wouldn't recommend it."
"Joker","link9933","6 October 2019",NA,"The acting, cinematography, sound design, and the script itself is phenomenal. This movie is a triumph. Joaquin Pheonix deserves an Oscar win for this tbh."
"Joker","TVpotatoCat","15 October 2019",NA,"There is no doubt that the movie was well thought of - from the plot to execution. I must praise Phoenix's superb acting. He managed to portray very believably the awkward social reject and also the crazy murderer that he became. I really think it's a role only few could do. It was also very interesting to watch how he deteriorated mentally and little by little gave up on trying to fit into society. Gotta hand it to the script writer - the plot was unpredictable.But...There wasn't anything too complex about Arthur's mental state. No deep psychological analysis, or a web of many deep factors that created a one of a kind psychotic maniac. Could it be that I was expecting too much? Very possible since I came with very high expectations after reading some reviews.
What doesn't have anything with expectations is that at the end he didn't remind much of the original Joker. He felt more like a simply society reject that went completely crazy and started killing people. Not that much different from many other serial killers or mass murderers. He didn't have the master mind that so much designated the Joker and made him different from a simple murderer.
Another thing is that there were long parts of the movie that felt very dull.
Also I found it hard to buy the reason behind the riots in the city and the role the Joker played in them. Even if taken into account that the poverty and anger was cooking for a long time in that society, it still feels somewhat absurd that killing three people in the subway made the joker so notorious.
In conclusion, I can identify with the character which gave me a lasting impression of the movie, and this movie could have been very great if it was a movie about how a person that's rejected by society turns slowly into a serial killer. But as a movie about the Joker I felt it was lacking. Lacking the things that made the Joker actually the Joker, and not just another crazy murderer."
"Joker","brianmlucas","5 October 2019",NA,"The movie affects you in a way that makes it physically painful to experience, but in a good way."
"Joker","Xstal","12 April 2023",NA,"Arthur Fleck's a guy with lofty aspirations, wants to make you laugh and disturb your foundations, although, he's not really that funny, he ain't going to make much money, so before you start, curtail your expectations; unlike Arthur, you won't be having laughing fits, as he aspires to get some television glitz, dispatches tormentors with glee, it's a substantial, hefty fee, but I guarantee, it won't leave you in bits; although, if schadenfreude's your thing you might just chuckle, but if it's not, the story may just make you buckle, as those on, the lower rungs, tend to not have, that much fun, and quite often, from the day they learned to suckle."
"Joker","Aman_Goyal","1 September 2019",NA,"Truly a masterpiece, The Best Hollywood film of 2019, one of the Best films of the decade... And truly the Best film to bring a comic book so chillingly and realistically to real ife.
Remarkable Direction, Cinematography, Music and the Acting.
Some people are surprised to find it DISTURBING and VIOLENT, but it's a necessity and message.
It's about society and reflects those underappreciated/unrecognized/bullied people, proving they can do something too.
The way it shows class difference, corruption and how rich and talented rule others around them is not exaggerated and that's what makes it different.
It's BELIEVABLE.
There could be multiple JOKERs living in our society that could shake those around them in much bitter way than the film shows making people uncomforting people.
Consider this a wake up call, a message, but first a film. A PERFECT film."
"Joker","Come-and-Review","1 September 2019",NA,"I have seen Joker yesterday at Venice an early ill-fated screening. We had some trouble with audio that lead to a near-hour delay, but it definitely was worth it.Joker deserved to be presented at Venice Film Festival, an event that regards cinema as a form of art, because this film is far from a blockbuster or a mere entertainer movie, as most films in the genre are.It focuses on the psyche of the main character, as it slowly crumbles under the pressure of society. And thus, Joaquin Phoenix does a wonderful performance, earning almost surely a nomination at the oscars at least.
It's a take on the Joker that differs from Ledger's, but I'd say that both are equally as good. The main difference might be that Ledger's joker is a rational that acts insane, while Phoenix's is insane to the root.Despite being a movie about a superhero villain, Joker is much superior to most of the movies of the genre (I'd exclude the Dark Knight Trilogy only, but Joker is easily as good as Nolan's movies, or at least very close). It is a small-scaled film, with a distinct style and cinematography (that cannot but be appreciated) and a set of very cinephile references that however do not feel too forced or overly opressive. (most notable are the similarities to Scorsese's 'Taxi Driver' and his 'The King of Comedy', but also Chaplin's 'Modern Times' is somewhat referenced).I am eager to see more non-comedic efforts by Todd Phillips. This movie was so far probably the best of 2019 (at worst contested so far only by Dolor Y Gloria or Once Upon a Time in Hollywood), and that should be very convincing."
"Joker","mariamelkott","3 October 2019",NA,"I get why some people hate this . It's because of the political message and how some people think that you need get empathy for Arthur's madness. But come on that is not the point and it will never be. Enjoy this masterpiece because Joaquin Phoenix and Todd Phillips overdid themselves with this movie . The acting,music and cinematography are just amazing ! Please enjoy the movie without overthinking it."
"Joker","VallejoDiego","4 October 2019",NA,"Let me start off by saying if Joaquin Phoneix doesn't get his Oscar for this movie. Then the Oscars should be cancelled. Phoneix is amazing as you might've heard from every review ever! But Todd Phillips. Is at his best here. The story lines he takes and visuals are just breathtaking. The score!! Omg the Score! Every time that score came on, I felt very uncomfortable, like something horrible was about to happen. It was GREAT. The Inspirations from Taxi Driver and King of Comedy are there, and add so much for the movie. And I got to be honest. There are scenes that are very violent. And its disturbing. But I honestly expected it to be WAYYYY more violent from all the controversy going on. Overall this movie was GREAT. Come Oscar season, it needs to be nominated for Best Picture, ScreenPlay, Cinematography, Actor, Score and Director"
"Joker","MihaVrhunc","3 October 2019",NA,"Every once in a while a movie comes, that truly makes an impact. Joaquin's performance and scenography in all it's brilliance. Grotesque, haunting and cringy. Hard to watch at times,... but so mesmerizing, you won't blink an eye watching it. Tragic, but with seriously funny moments. Emotional rollercoaster - sometimes, with multiple emotions popping-up at the same time.this is far from a typical action-riddled predictable super-hero movie - it's a proper psychological thriller/drama, with the single best character development I have ever seen."
"Joker","lesterarnoldpinto","7 October 2019",NA,"This is a movie that only those who have felt alone and isolated can truly relate to it. You understand the motive and you feel sorry for the character. A lot of people will see this movie and think that it encourages violence. But truly, this movie should encourage each and every one of us to become a better person, treat everyone with respect and make each other feel like they belong in this world, instead of making them feel isolated."
"Joker","RayCharles81","7 October 2019",NA,"Here, we have a broken man whose mental instability and illness is the catalyst for what Arthur Fleck eventually becomes, but I mean nowhere in this movie do we witness any kind of intellectual prowess, high intelligence, or even any miniscule reference to his wit and smarts to believe he has what it takes to become the Joker from the previous films.Also, there is merit to the theory that the whole entire movie was a dream playing out in his imagination, and he was conveying that to the psychiatrist the whole movie, which connects to the end since it starts with him meeting a psychiatrist and we know he was making things up by the revelations. In addition, there is no factuality to the idea that he was Thomas Wayne's lovechild. Joker is having a delusion of grandiose throughout the story, connecting himself to powerful people and situations, which would be a semi-trait of his narcissism, as well (although narcissism is far from his predominant psychological problems). I'd prefer this theory because it would explain why Fleck lacked any kind of pragmatism and intelligence we've come to expect throughout this movie.The Joker is playing the psychotherapist the whole time, making her feel sympathy and bad for him (as well as the audience), and that's the joke on her at the end, which enables him to kill her, too. This is Joker's own fantasy origin story, which has little validity.Go ahead and downvote, but there's no way this take on the Joker is intelligent and mentally competent enough to become Ledger's Joker."
"Joker","logical_guy","1 September 2019",NA,"Joaquin Phoenix gives a tour de force performance, fearless and stunning in its emotional depth and physicality. It's impossible to talk about this without referencing Heath Ledger's Oscar-winning performance from The Dark Knight, widely considered the definitive live-action portrayal of the Joker, so let's talk about it. The fact is, everyone is going to be stunned by what Phoenix accomplishes, because it's what many thought impossible - a portrayal that matches and potentially exceeds that of The Dark Knight's Clown Prince of Crime"
"Joker","ernestoherreraf","25 October 2019",NA,"When I heard everyone saying that this is the film of the year and all the reviews flooding in with 10's, I was quite hyped and excited for this movie. When I walked out of the cinema, I felt hollow and empty.Before I continue writing, let me say this, This is NOT the film of the year nor is it a real masterpiece. The cinematography is excellent and the acting is incredible, that's just it. The side-characters are bland and overly dramatic. The plot heavily relies on plot-twists and the film is so harsh that it actually falls flat on it's face.Are there no good points though? Phoenix is phenomenal and the score is great. The cinematography is also incredible but the plot is not that great at all. It even has plot holes and scenes that left me empty.Film of the year? Nope."
"Joker","Red_Identity","11 October 2019",NA,"What can I say about it that hasn't already been said? It's not a terrible film, but it's not a great (or even a really good one) either. The technical aspects are great. The score and cinematography are really good. Many individual scenes are also good. But as a whole, it just feels unnecessary. Not just that, but tone deaf as well. What it's trying to say about mental illness is problematic. Why? Because it's not really sure what it's trying to say or if it's even trying to say anything about it at all. Instead, it was added in there because, well, it's easy right? Joaquin Phoenix really does excel in many scenes of the film, but I'm not sure I would want him winning an Oscar for this. Overall, it's also just not that interesting. It's kind of... boring at times. And for a Joker film to be boring? That's a crucial offense. And I guess everyone is entitled to their opinion, but I seriously wonder if those people calling this a ""masterpiece"" have even seen Taxi Driver or The King of Comedy."
"Joker","postofficecb","30 May 2020",NA,"They say it's all in the writing. And this is a great example of that. Good acting and production values cannot save a script steeped in tiresome stereotypes and a failure to delve into a character's identity. We meet the Joker when already imbalanced and his so-called descent into madness is really a couple weeks away; far from a descent, it's a stroll. This is not a character study, despite claims to the contrary. It's a showcase of a good actor overly contorting his body and laughing manically as a mistaken expression of madness. Where is the past? Where are the influences? Where are the conflicts? What are the seminal moments that create the spiral? Perhaps if he had really had that relationship, and had it gone sour, it would justify a descent. Instead, it's a fait accompli. This is lazy writing, focused more on fancy long shots of Joaquin Phoenix dancing crazily than producing something of value to the franchise."
"Joker","johnnash-18420","1 September 2019",NA,"It's sad that Joaquin missed Oscar for 'The gladiator' as he was very compelling Villain. But I am quite confident he will win it for the 'Joker'. Damn what a movie !!! Keeps u on the toes all the time. Unpredictable storyline and really a deep interesting plot. Did I forget to mention acting ? Damn Do niro and Joaquin teach u what really is 5 star acting.
To enjoy this movie, get a wine in your hand, close the curtains, turn of ur cellphones and put do not disturb sign on ur door. Best Dark thriller suspense movie you will get to experience."
"Joker","kdagoulis26","4 October 2019",NA,"Most of the time movies are anticipated like this they end up falling short, way short. Joker is the first time I was more than happy with the hype. Please ignore the complaints of ""pernicious violence"" as they are embarrassing to say the least. We haven't seen a comic movie this real before. If we ever ""deserved"" a better class of criminal - Phillips and Phoenix have delivered. This is dark, Joker IS dark and you will fall in love with the villain as you should. The bad guys are always more romantic anyway."
"Joker","burkholdermicah","2 September 2019",NA,"Need I say more? Everything about this Movie is Masterful in every single way! Joker isn't just an awesome comic book movie, it's an awesome movie, period. It offers no easy answers to the unsettling questions it raises about a cruel society in decline. Joaquin Phoenix's fully committed performance and Todd Phillips' masterful albeit loose reinvention of the DC source material make Joker a film that should leave comic book fans and non-fans alike disturbed and moved in all the right ways."
"Joker","Hitchcoc","7 March 2020",NA,"While I've watched many of the superhero movies that have come down the pike,
they are often the same. So the compensation for sensational plots involves great special effects and non-stop action. They are fun and I don't mean to dis them. What is missing is a truly psychological drama. We don't get into the heads of the characters. This film is incredible as we watch a man confront his demons. We see him made fun of, attacked, and beaten. When he responds, he is seen as crazy. He also find that he is diminished in the eye of a counselor, and his mother has kept a secret. I thought it gave us a foundation for the Batman mythos without getting to deeply into it. Acting, atmosphere, and a sophisticated plot makes this a really excellent film."
"Joker","saveliydalmatov","2 January 2024",NA,"This is probably one of the most successful examples of a gorgeous solo film about some popular character.The Joker was played by the inimitable Joaquin Phoenix (known for his role in Gladiator), and people comparing him to Ledger are very narrow-minded, because Phoenix showed us a completely new Joker, who is gorgeous in his own way.The plot tells about a sick man Arthur, who suffers eternal ridicule over himself, lives and cares for his mother, and also dreams of being accepted by people, thanks to his performance on Murray's favorite humor show (De Niro)
As a result, we will see a man becoming a monster because of our society, of course not without his mental illness, but the nature of people clearly pushed the main character to become a Joker.This is a gorgeous dramatic thriller, with some cool reference for the future (little Bruce, Thomas Wayne, etc.), which is a must-watch! (And not only for DS fans)"
"Joker","pejv22","1 September 2019",NA,"I have just watched the Joker in Venice and I will say if Joaquin doesn't get an Oscar this year then something is wrong with this world. This perfomance is just jaw-dropping, it glues you to the screen and doesn't let go till the end. Story is very good and has some interesting connections with Batman lore(especially one you can't guess from trailers). There are some scenes that are so tense ,well-acted and imaginative that push this movie to 10. Cinematography and direction are great, Todd has proven himself as a director. Robert is also good in his ""small"" role. Will definitely see it again as soon as it out in October."
"Joker","HakuMashentay","2 November 2019",NA,"I was so hyped up to see this movie, loved the trailer, only movie I have wanted to watch in the cinema for a very long time.I watched it and was bored. the aesthetics were amazing, music was good, story and execution was meh. the performance of the joker was a good performance but people raving about this are driving me mad. either you have not seen many movies or I have seen too many.this movie was bang average and was actually boring. I was actually thinking about leaving half way through as I was bored out of my mind.I do not regret watching it but it is being so overhyped that I am so confused right now. I think it had a good premise but could have been so much more, so much more.Signs of a great movie is the repeat viewing of it or it moving you, joker did not move me whatsoever and I would not watch it again.I thought maybe people are getting paid to write good review but have actually met people who think it is the best movie ever.... OMGGGThis movie is bang average and way overhyped.phoenix performance is good but as the story and execution is so bad, I feel he never even touched the higher spectrum of performance he could have with the character.I have experienced and seen worse in my life, if this made you feel, you are (i hate this word but have to use it) a snowflake. Please get off social media and live life.there is a real world out there."
